link_no,name,start_lrp,start_offset,start_chainage,end_lrp,end_offset,end_chainage,length_km,heavy_truck,medium_truck,small_truck,large_bus,medium_bus,micro_bus,utility,car,auto_rickshaw,motorcycle,bicycle,cycle_rickshaw,cart,motorized_total,non_motorized_total,total_aadt,aadt,road
N501-1,Diabari More-Birulia (Int.with N511),LRPS,0,0,LRP006,660,6.611,6.611,72.0,387.0,1943.0,170.0,1627.0,1787.0,399.0,2007.0,1443.0,988.0,165.0,355.0,3.0,10823.0,523.0,11346.0,11346.0,N501
N501-2,Birulia (Int.with N511)-Dhour (Int.with N302),LRP006,660,6.611,LRPE,0,11.942,5.331,72.0,387.0,1943.0,170.0,1627.0,1787.0,399.0,2007.0,1443.0,988.0,165.0,355.0,3.0,10823.0,523.0,11346.0,11346.0,N501
N604-1,Pabna (Central Bus Stand)-Pabna (Anonta More) int.with R601,LRPS,0,0,LRPS,1990,1.99,1.990,21.0,395.0,341.0,198.0,96.0,145.0,84.0,139.0,4187.0,2698.0,2110.0,2172.0,2.0,8304.0,4284.0,12588.0,12588.0,N604
N604-2,Pabna (Anonta More)int.with R601 -Police Line More(Int.with R603 ),LRPS,1990,1.99,LRPS,3386,3.386,1.396,21.0,395.0,341.0,198.0,96.0,145.0,84.0,139.0,4187.0,2698.0,2110.0,2172.0,2.0,8304.0,4284.0,12588.0,12588.0,N604
N604-3,Police Line More(Int.with R603 )-Pabna (Ghospara),LRPS,3386,3.386,LRPE,0,7.83,4.444,21.0,395.0,341.0,198.0,96.0,145.0,84.0,139.0,4187.0,2698.0,2110.0,2172.0,2.0,8304.0,4284.0,12588.0,12588.0,N604
N101-1,Comilla (Balutopa)- Bibirbazar Land Port,LRPS,0,0,LRPE,0,6.021,6.021,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,N101
N204-1,Jagadishpur-Chunarughat (Int.with Z2008),LRPS,0,0,LRP022,5439,25.449,25.449,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0,N204
N204-2,Chunarughat (Int.with Z2008)-Shaisthaganj,LRP022,5439,25.449,LRPE,0,34.421,8.972,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0,N204
N508-1,Beldanga (10 mile)-Dinajpur Govt. College (Int.with R586),LRPS,0,0,LRP013,90,12.145,12.145,52.0,580.0,121.0,56.0,294.0,101.0,37.0,120.0,426.0,359.0,667.0,371.0,3.0,2146.0,1041.0,3187.0,3187.0,N508
N508-2,Dinajpur Govt. College (Int.with R586),LRP013,90,12.145,LRPE,0,15.975,3.830,52.0,580.0,121.0,56.0,294.0,101.0,37.0,120.0,426.0,359.0,667.0,371.0,3.0,2146.0,1041.0,3187.0,3187.0,N508
N211-1,Beripar-Moulvibazar Court Road,LRPS,0,0,LRPE,0,1.148,1.148,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0,N211
N303-1,Churkhai Bazar-Intersection with N3,LRPS,0,0,LRPS,1009,1.009,1.009,289.0,4476.0,2925.0,1951.0,1897.0,2624.0,834.0,4892.0,2224.0,1812.0,428.0,4000.0,0.0,23924.0,4428.0,28352.0,28352.0,N303
N703-1,Bus Terminal-Int more N704,LRPS,0,0,LRP001,986,1.986,1.986,10.0,327.0,245.0,180.0,205.0,174.0,35.0,165.0,1625.0,1193.0,1064.0,837.0,0.0,4159.0,1901.0,6060.0,6060.0,N703
N703-2,Int more N704-Int more R745,LRP001,986,1.986,LRP001,1070,2.07,0.084,10.0,327.0,245.0,180.0,205.0,174.0,35.0,165.0,1625.0,1193.0,1064.0,837.0,0.0,4159.0,1901.0,6060.0,6060.0,N703
N703-3,Int with R745-Hamdah (Int with N712),LRP001,1070,2.07,LRPE,0,3.49,1.420,10.0,327.0,245.0,180.0,205.0,174.0,35.0,165.0,1625.0,1193.0,1064.0,837.0,0.0,4159.0,1901.0,6060.0,6060.0,N703
N108-1,Keranirhat (int.with N1)-Bandarban,LRPS,0,0,LRPE,0,22.541,22.541,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,N108
N2-1,Katchpur-Tarabo (Int with R201),LRPS,0,0,LRP002,1147,2.313,2.313,239.0,4475.0,1996.0,3707.0,794.0,3417.0,446.0,3024.0,4643.0,567.0,409.0,942.0,0.0,23308.0,1351.0,24659.0,24659.0,N2
N2-2,Tarabo(Int with R 201)-Barpa(Int. with Z1090 LGED Road),LRP002,1147,2.313,LRP006,900,6.076,3.763,227.0,4684.0,1904.0,1466.0,1026.0,1513.0,637.0,1458.0,3517.0,813.0,190.0,522.0,0.0,17245.0,712.0,17957.0,17957.0,N2
N2-3,Barpa(Int. with Z1090 LGED Road)-Bhulta (Int.with R202),LRP006,900,6.076,LRP011,915,11.111,5.035,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0,N2
N2-4,Bhulta (Int.with R202)-Bhulta (Int.with R203),LRP011,915,11.111,LRP011,1781,11.977,0.866,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0,N2
N2-5,Bhulta (Int.with R203)-Panchdona (Int.with R301),LRP011,1781,11.977,LRP030,999,30.225,18.248,244.0,1432.0,1041.0,961.0,1220.0,1068.0,152.0,1098.0,3128.0,899.0,218.0,1142.0,0.0,11243.0,1360.0,12603.0,12603.0,N2
N2-6,Panchdona-Shahepratap(Int.with R210),LRP030,999,30.225,LRP033,1280,33.536,3.311,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0,N2
N2-7,Shahepratap(Int.with R210)-Itakhola(Int.with R211),LRP033,1280,33.536,LRP042,1831,43.097,9.561,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0,N2
N2-8,Itakhola-Morgal (Int.with Z2042),LRP042,1831,43.097,LRP055,280,54.606,11.509,201.0,2039.0,974.0,1779.0,222.0,1030.0,242.0,859.0,2158.0,387.0,52.0,64.0,0.0,9891.0,116.0,10007.0,10007.0,N2
N2-9,Morgal (Int.with Z2042)-Narayanpur (Int.with Z2032),LRP055,280,54.606,LRP064,621,63.969,9.363,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2
N2-10,Narayanpur (Int.with Z2032)-Bhairab (Int.with R360),LRP064,621,63.969,LRP069,2478,70.576,6.607,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2
N2-11,Bhairab (Int.with R360)-Ashuganj (Int.with Z2031),LRP069,2478,70.576,LRP069,5435,73.533,2.957,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2
N2-12,"Ashuganj (Int.with Z2031)-Kathirhat, Sarail (Int.with N102)",LRP069,5435,73.533,LRP086,710,85.823,12.290,329.0,1465.0,1081.0,1000.0,217.0,598.0,118.0,534.0,3351.0,690.0,389.0,843.0,0.0,9383.0,1232.0,10615.0,10615.0,N2
N2-13,"Kathirhat, Sarail (Int.with N102)-Sarail (Int.with R220)",LRP086,710,85.823,LRP086,1300,86.413,0.590,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0,N2
N2-14,Sarail (Int.with R220)-Jagadishpur(Int.with N204),LRP086,1300,86.413,LRP117,378,116.294,29.881,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0,N2
N2-15,Jagadishpur(Int.with N204)-Shaistaganj (Int.with N204),LRP117,378,116.294,LRP142,278,141.309,25.015,270.0,1818.0,958.0,1045.0,179.0,1178.0,196.0,764.0,1170.0,493.0,53.0,79.0,0.0,8071.0,132.0,8203.0,8203.0,N2
N2-16,Shaistaganj (Int.with N204)-Mirpur (Int.with N207),LRP142,278,141.309,LRP146,920,145.961,4.652,206.0,4176.0,708.0,1765.0,178.0,1494.0,298.0,1159.0,1975.0,721.0,170.0,415.0,0.0,12680.0,585.0,13265.0,13265.0,N2
N2-17,Mirpur (Int.with N207)-Auskandi (Int.with R240),LRP146,920,145.961,LRP182,527,181.657,35.696,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,N2
N2-18,Auskandi (Int.with R240)-Auskandi (Int.with R241),LRP182,527,181.657,LRP186,600,185.77,4.113,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,N2
N2-19,Auskandi (Int.with R241)-Sherpur (Int.with N207),LRP186,600,185.77,LRP191,672,190.892,5.122,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,N2
N2-20,Sherpur (Int.with N207)-Tajpur(Int.with Z2022),LRP191,672,190.892,LRP205,750,205.083,14.191,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,N2
N2-21,Tajpur(Int.with Z2022)-Rashidpur(Int.with Z2016),LRP205,750,205.083,LRP216,414,215.832,10.749,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,N2
N2-22,Rashidpur(Int.with Z2016)-Int.with R283,LRP216,414,215.832,LRP224,571,224.044,8.212,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,N2
N2-23,Int.with R283-Chandipole (Int.with Z2013),LRP224,571,224.044,LRP225,900,225.373,1.329,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2
N2-24,Chandipole (Int.with Z2013)-Mominkhola (Int.with N208),LRP225,900,225.373,LRP226,2264,227.757,2.384,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2
N2-25,Mominkhola (Int.with N208)-Nayarpool(Int.with N206),LRP226,2264,227.757,LRP229,2095,229.888,2.131,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2
N2-26,Nayarpool(Int.with N206)-Int. with N210,LRP229,2095,229.888,LRP238,1040,237.923,8.035,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,N2
N2-27,Int. with N210-Darbast(Int. with Z2011),LRP238,1040,237.923,LRP263,129,262.122,24.199,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,N2
N2-28,Darbast(Int. with Z2011)-Tamabil(Int.with N212),LRP263,129,262.122,LRP282,1155,282.098,19.976,453.0,1322.0,435.0,7.0,269.0,910.0,131.0,335.0,874.0,372.0,203.0,356.0,0.0,5108.0,559.0,5667.0,5667.0,N2
N2-29,Tamabil(Int.with N212)-Jaflong,LRP282,1155,282.098,LRP287,578,286.516,4.418,462.0,1142.0,427.0,17.0,264.0,817.0,131.0,318.0,753.0,412.0,186.0,311.0,0.0,4743.0,497.0,5240.0,5240.0,N2
N406-1,Start form N4 near IT park Gate-int.with R315,LRPS,0,0,LRPS,2802,2.802,2.802,37.0,4781.0,1015.0,4459.0,569.0,1283.0,327.0,1083.0,1656.0,958.0,137.0,151.0,0.0,16168.0,288.0,16456.0,16456.0,N406
N406-2,Int.with R315- intersecting N4,LRPS,2802,2.802,LRPE,0,3.042,0.240,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,N406
N514-1L,Banani (Bogra)-Bogra Sath Matha More(int.with N510) (Left),LRPS,0,0,LRPS,3770,3.77,3.770,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514
N514-1R,Banani (Bogra)-Bogra Sath Matha More(int.with N510) (Right),LRPS,0,0,LRPS,3770,3.77,3.770,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514
N514-2L,Bogra Sath Matha More(int.with N510)-Int with N5 (Left),LRPS,3770,3.77,LRPE,0,8.67,4.900,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514
N514-2R,Bogra Sath Matha More(int.with N510)-Int with N5 (Right),LRPS,3770,3.77,LRPE,0,8.67,4.900,4.0,44.0,256.0,62.0,60.0,344.0,84.0,351.0,5618.0,2285.0,2361.0,4730.0,0.0,9108.0,7091.0,16199.0,16199.0,N514
N126-1,Int with N1-Komoldoho (Int with N1),LRPS,0,0,LRPE,0,1.345,1.345,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,N126
N111-1,Kalusha Majar- Chittagong Port,LRPS,0,0,LRP010,2620,12.66,12.660,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N111
N123-1,Bariyerhat-Joraganj (Int.with Z1084),LRPS,0,0,LRP004,1320,4.65,4.650,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,N123
N123-2,Joraganj (Int.with Z1084)-Int.with N1,LRP004,1320,4.65,LRPE,0,8.06,3.410,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,N123
N208-1,Moulvibazar-Int.with Z2002,LRPS,0,0,LRPS,3190,3.19,3.190,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0,N208
N208-2,Int.with Z2002-Rajnagar (Int.with R281),LRPS,3190,3.19,LRP012,1661,13.461,10.271,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0,N208
N208-3,Rajnagar(Int.with R281)-Daudabad (Int.with Z2832),LRP012,1661,13.461,LRP052,385,51.05,37.589,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0,N208
N208-4,Daudabad (Int.with Z2832)-Royal City Chottor(int.with N210),LRP052,385,51.05,LRP054,677,53.342,2.292,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0,N208
N208-5,Royal City Chottor(int.with N210)-Int.with N2,LRP054,677,53.342,LRP058,900,57.495,4.153,39.0,1324.0,828.0,76.0,1106.0,1055.0,77.0,778.0,2974.0,1231.0,695.0,822.0,47.0,9488.0,1564.0,11052.0,11052.0,N208
N511-1,Mirpur (Birulia)-Ashulia (Yearpur),LRPS,0,0,LRPE,0,9.462,9.462,0.0,355.0,347.0,142.0,564.0,338.0,187.0,448.0,6108.0,2199.0,951.0,1187.0,0.0,10688.0,2138.0,12826.0,12826.0,N511
N403-1,Mirzapur East-Mirzapur West,LRPS,0,0,LRPS,3732,3.732,3.732,0.0,90.0,133.0,62.0,134.0,154.0,32.0,152.0,1927.0,1065.0,339.0,811.0,0.0,3749.0,1150.0,4899.0,4899.0,N403
N7-1,Dauladia-Jamtala (Int.with Z7106),LRPS,0,0,LRPS,6400,6.4,6.400,47.0,832.0,505.0,1127.0,254.0,416.0,125.0,302.0,1226.0,1083.0,749.0,769.0,0.0,5917.0,1518.0,7435.0,7435.0,N7
N7-2,Jamtala (Int.with Z7106)-Goalanda (Zamindar Bridge) Int.with Z7108,LRPS,6400,6.4,LRPS,7670,7.67,1.270,47.0,832.0,505.0,1127.0,254.0,416.0,125.0,302.0,1226.0,1083.0,749.0,769.0,0.0,5917.0,1518.0,7435.0,7435.0,N7
N7-3,"Goalanda (Zamindar Bridge) Z7108-Ahladipur, Int.with R710",LRPS,7670,7.67,LRP013,780,13.78,6.110,49.0,831.0,495.0,1126.0,267.0,417.0,124.0,304.0,1510.0,839.0,300.0,336.0,0.0,5962.0,636.0,6598.0,6598.0,N7
N7-4,"Ahladipur, Int.with R710-Goalchamot (Faridpur) Int.with N804",LRP013,780,13.78,LRP028,1500,29.54,15.760,51.0,1070.0,378.0,1362.0,77.0,418.0,185.0,354.0,1621.0,982.0,242.0,359.0,0.0,6498.0,601.0,7099.0,7099.0,N7
N7-5,"Goalchamot (Faridpur) Int.with N804-Maijkandi, Int.with Z7001",LRP028,1500,29.54,LRP041,981,42.001,12.461,51.0,1070.0,378.0,1362.0,77.0,418.0,185.0,354.0,1621.0,982.0,242.0,359.0,0.0,6498.0,601.0,7099.0,7099.0,N7
N7-6,"Maijkandi, Int.with Z7001-Modhukhali (Int.with Z7102)",LRP041,981,42.001,LRP052,277,52.48,10.479,59.0,1103.0,748.0,667.0,346.0,752.0,317.0,354.0,1053.0,1021.0,440.0,440.0,0.0,6420.0,880.0,7300.0,7300.0,N7
N7-7,Modhukhali (Int.with Z7102)-WAPDA More (Int.with Z7008),LRP052,277,52.48,LRP066,240,66.587,14.107,63.0,1164.0,715.0,685.0,220.0,649.0,292.0,323.0,1504.0,1122.0,686.0,763.0,0.0,6737.0,1449.0,8186.0,8186.0,N7
N7-8,WAPDA More (Int.with Z7008) -Ramnagar (Magura) Int.with Z7007,LRP066,240,66.587,LRP067,3610,70.967,4.380,59.0,1103.0,748.0,667.0,346.0,752.0,317.0,354.0,1053.0,1021.0,440.0,440.0,0.0,6420.0,880.0,7300.0,7300.0,N7
N7-9,Ramnagar (Magura) Int.with Z7007-Int.with Z7012,LRP067,3610,70.967,LRP076,15,76.382,5.415,63.0,1164.0,715.0,685.0,220.0,649.0,292.0,323.0,1504.0,1122.0,686.0,763.0,0.0,6737.0,1449.0,8186.0,8186.0,N7
N7-10,Int.with Z7012-Int.with R720,LRP076,15,76.382,LRP076,1385,77.752,1.370,63.0,1164.0,715.0,685.0,220.0,649.0,292.0,323.0,1504.0,1122.0,686.0,763.0,0.0,6737.0,1449.0,8186.0,8186.0,N7
N7-11,Int.with R720-Int.with N702,LRP076,1385,77.752,LRP076,1420,77.787,0.035,54.0,1004.0,756.0,863.0,493.0,503.0,105.0,378.0,1540.0,1133.0,700.0,755.0,0.0,6829.0,1455.0,8284.0,8284.0,N7
N7-12,Int.with N702-Int.with Z7011,LRP076,1420,77.787,LRP078,150,78.487,0.700,54.0,1004.0,756.0,863.0,493.0,503.0,105.0,378.0,1540.0,1133.0,700.0,755.0,0.0,6829.0,1455.0,8284.0,8284.0,N7
N7-13,"Int.with Z7011-Jhenaidah Bus Terminal (Int.with N703, N712)",LRP078,150,78.487,LRP102,700,103.311,24.824,33.0,1286.0,655.0,595.0,845.0,298.0,83.0,365.0,1779.0,1324.0,874.0,504.0,0.0,7263.0,1378.0,8641.0,8641.0,N7
N7-14,"Jhenaidah Bus Terminal (Int.with N703, N712), Al-Hera Bus stand (Int.with N712)",LRP102,700,103.311,LRP106,598,106.639,3.328,54.0,1004.0,756.0,863.0,493.0,503.0,105.0,378.0,1540.0,1133.0,700.0,755.0,0.0,6829.0,1455.0,8284.0,8284.0,N7
N7-15,Al-Hera Bus stand (Int.with N712)-Int.with Z7460(Kaliganj),LRP106,598,106.639,LRP119,102,119.74,13.101,33.0,1286.0,655.0,595.0,845.0,298.0,83.0,365.0,1779.0,1324.0,874.0,504.0,0.0,7263.0,1378.0,8641.0,8641.0,N7
N7-16,Int.with Z7460(Kaliganj)-Kaliganj Bus stand (Int.with R748),LRP119,102,119.74,LRP119,720,120.358,0.618,33.0,1286.0,655.0,595.0,845.0,298.0,83.0,365.0,1779.0,1324.0,874.0,504.0,0.0,7263.0,1378.0,8641.0,8641.0,N7
N7-17,Kaliganj Bus stand (Int.with R748)-Dulal Mondia Bazar Z7057,LRP119,720,120.358,LRP122,810,123.448,3.090,166.0,1759.0,749.0,948.0,519.0,240.0,252.0,307.0,941.0,898.0,833.0,159.0,0.0,6779.0,992.0,7771.0,7771.0,N7
N7-18,Dulal Mondia Bazar Z7057 -Churamonkathi Bazar ( Z7031),LRP122,810,123.448,LRP141,440,142.142,18.694,166.0,1759.0,749.0,948.0,519.0,240.0,252.0,307.0,941.0,898.0,833.0,159.0,0.0,6779.0,992.0,7771.0,7771.0,N7
N7-19,Churamonkathi Bazar ( Z7031)-Palbari (Int.with N707),LRP141,440,142.142,LRP146,450,147.121,4.979,166.0,1759.0,749.0,948.0,519.0,240.0,252.0,307.0,941.0,898.0,833.0,159.0,0.0,6779.0,992.0,7771.0,7771.0,N7
N7-20,Palbari (Int.with N707)-Chanchra More (Int.with N706),LRP146,450,147.121,LRP150,570,151.261,4.140,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7
N7-21,Chanchra More (Int.with N706) -Murail (Int.with N707),LRP150,570,151.261,LRP154,1130,155.578,4.317,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7
N7-22,Murail (Int.with N707) - Rajarhat R755,LRP154,1130,155.578,LRP156,600,157.078,1.500,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7
N7-23,Rajarhat R755- Prembag (Int.with Z7049),LRP156,600,157.078,LRP170,650,171.168,14.090,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7
N7-24,Prembag (Int.with Z7049) -Prembag Int.with Z7048,LRP170,650,171.168,LRP171,376,171.894,0.726,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7
N7-25,Prembag Int.with Z7048 -Phultala Int.with Z7030,LRP171,376,171.894,LRP190,195,190.105,18.211,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7
N7-26,Phultala Int.with Z7030 -Phultala (Int.with Z7043),LRP190,195,190.105,LRP190,555,190.465,0.360,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7
N7-27,"Phultala (Int.with Z7043) - Afilgat, Fultala (Int.with N709)",LRP190,555,190.465,LRP195,186,195.154,4.689,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7
N7-28,"Afilgat, Fultala (Int.with N709)-Fulbari Railgate (Int.with Z7040)",LRP195,186,195.154,LRP201,925,201.9,6.746,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7
N7-29,Fulbari Railgate (Int.with Z7040) -Power house More (Int.with R760) (Left),LRP201,925,201.9,LRP210,349,210.364,8.464,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7
N7-30,Power house More (Int.with R760) -Rupsha Ghat Start,LRP210,349,210.364,LRP210,3685,213.7,3.336,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7
N7-31,Rupsha Ghat End-Rupsha (Int.with R771),LRP210,3685,213.7,LRP210,4325,214.34,0.640,87.0,1734.0,824.0,465.0,712.0,544.0,252.0,475.0,1176.0,2086.0,1366.0,1399.0,0.0,8355.0,2765.0,11120.0,11120.0,N7
N7-32,Rupsha (Int.with R771) -Kudir battala (Int.with N709),LRP210,4325,214.34,LRP219,470,218.961,4.621,87.0,1734.0,824.0,465.0,712.0,544.0,252.0,475.0,1176.0,2086.0,1366.0,1399.0,0.0,8355.0,2765.0,11120.0,11120.0,N7
N7-33,Kudir battala (Int.with N709) - Katakhali (Int.with N805),LRP219,470,218.961,LRP223,715,223.226,4.265,87.0,1734.0,824.0,465.0,712.0,544.0,252.0,475.0,1176.0,2086.0,1366.0,1399.0,0.0,8355.0,2765.0,11120.0,11120.0,N7
N7-34,"Katakhali (Int.with N805) - End of Road, Digraj",LRP223,715,223.226,LRP250,74,249.665,26.439,87.0,1734.0,824.0,465.0,712.0,544.0,252.0,475.0,1176.0,2086.0,1366.0,1399.0,0.0,8355.0,2765.0,11120.0,11120.0,N7
N706-1,Jessore (Daratana More)-Chanchra More (Int with N7),LRPS,0,0,LRP002,820,2.83,2.830,186.0,959.0,687.0,401.0,439.0,283.0,125.0,282.0,2932.0,2713.0,2204.0,2188.0,0.0,9007.0,4392.0,13399.0,13399.0,N706
N706-2,Chanchra More( Int with N7)-Navaron ( Int with R765),LRP002,820,2.83,LRP024,1880,26,23.170,157.0,1187.0,1063.0,439.0,523.0,338.0,148.0,236.0,736.0,411.0,317.0,152.0,0.0,5238.0,469.0,5707.0,5707.0,N706
N706-3,Navaron ( Int With R765)- Benapole,LRP024,1880,26,LRP035,3058,38.2,12.200,157.0,1187.0,1063.0,439.0,523.0,338.0,148.0,236.0,736.0,411.0,317.0,152.0,0.0,5238.0,469.0,5707.0,5707.0,N706
N713-1,Bottoli- Intersection with R745,LRPS,0,0,LRPS,6600,6.6,6.600,89.0,2180.0,357.0,289.0,144.0,228.0,45.0,315.0,2778.0,2795.0,3072.0,1878.0,0.0,9220.0,4950.0,14170.0,14170.0,N713
N504-1,Nagarbari Ferry Ghat-Kashinathpur,LRPS,0,0,LRP004,2986,6.653,6.653,92.0,376.0,365.0,146.0,252.0,162.0,6.0,47.0,2052.0,1215.0,524.0,1241.0,11.0,4713.0,1776.0,6489.0,6489.0,N504
N518-1,Sutkir More-Sonapukur,LRPS,0,0,LRP004,510,4.16,4.160,4.0,313.0,451.0,6.0,12.0,315.0,153.0,274.0,1576.0,1676.0,2500.0,3344.0,0.0,4780.0,5844.0,10624.0,10624.0,N518
